Time-(UTC),Latitude-(degN),Longitude-(degE),Secchi-depth-(m),FU-(disk-1/2-Secchi-depth)
2024-08-28 14:27:47.615,32.71682290111642,-79.93054088134659,0.18,16
2024-08-28 14:36:23.380,32.75513650267699,-79.91593814668418,0.55,20
2024-08-28 14:52:22.142,32.762914393127744,-79.85594367615865,0.5,16
2024-09-04 12:10:50.039,32.79032158202752,-79.88459444612253,0.49,18
2024-09-04 12:11:52.227,32.79027620225439,-79.88470901317476,0.8,17
2024-09-04 12:21:49.777,32.89166838865073,-79.97103097856042,0.78,20
2024-09-04 12:30:09.711,32.76284408511241,-79.85604044297122,0.98,17
2024-09-04 13:02:13.794,32.82417064593498,-79.88971562255752,0.87,17
2024-09-04 13:09:05.888,32.82515082594401,-79.87733390123803,0.8,17
2024-09-04 13:19:25.714,32.74454418101689,-79.9711563002603,0.33,18
2024-09-04 13:46:15.951,32.77147994379771,-79.92510946474962,0.89,17
2024-09-04 14:07:11.288,32.75102390910755,-79.95006071411068,0.45,17
2024-09-04 14:32:59.275,32.78810305564305,-79.9634715733922,1.16,18
2024-09-04 14:55:01.283,32.80478832780645,-79.8615400214492,0.79,16
2024-09-06 16:31:01.308,29.03025103269986,-80.91884718188217,1.1,13
2024-09-06 18:48:43.153,28.94654813100352,-80.8384404052212,0.35,14
2024-09-07 11:52:13.007,27.073223961713104,-82.45043687635302,1.62,19
2024-09-07 22:18:20.771,39.5155048,-79.3132716,1.75,13
2024-09-12 20:52:05.727,34.270756747605624,-77.77247110388966,1.09,14
2024-09-14 09:13:16.274,37.421998,-122.0840002,0.45,4
2024-09-14 23:45:31.405,38.8782549,-77.0278865,0.67,14
2024-09-16 11:40:47.885,27.072577004347682,-82.45254695243503,2.05,12
2024-09-16 21:36:03.791,29.1522862,-95.0293845,0.49700000000000005,14
2024-09-18 12:24:37.150,32.79288150045301,-79.87646984945023,0.55,16
2024-09-18 12:31:05.840,32.89141948803597,-79.97121898464856,0.88,14
2024-09-18 12:36:26.591,32.79022463992408,-79.88492795284094,0.72,18
2024-09-18 12:47:01.534,32.789799467847935,-79.91129063079924,0.67,16
2024-09-18 12:54:51.108,32.835299922183935,-79.98679985299705,0.32,19
2024-09-18 12:59:21.212,32.82420677722315,-79.88961597170031,0.89,18
2024-09-18 13:07:56.728,32.82512958704275,-79.87730042999199,0.87,18
2024-09-18 13:28:37.003,32.76737788229507,-79.97263519100842,0.41,16
2024-09-18 13:43:49.861,32.744474080421725,-79.97116098187861,0.44,16
2024-09-18 13:44:14.756,32.771435638594184,-79.92451794703095,0.73,16
2024-09-18 13:55:04.180,32.77638675182392,-79.95342009708281,0.94,18
2024-09-18 14:03:42.687,32.66838781538668,-79.99764771208167,0.47,13
2024-09-18 14:12:11.942,32.78803463727573,-79.9634234170955,0.51,18
2024-09-18 14:18:38.727,32.66035954470994,-79.9435493164509,0.16,17
2024-09-18 14:36:17.705,32.75111921174203,-79.95034006829526,0.41,18
2024-09-18 14:41:37.916,32.71680902227081,-79.93058091968291,0.32,14
2024-09-18 14:46:48.419,32.75486617561949,-79.91524253270416,0.66,16
2024-09-18 15:05:59.263,32.762993653305855,-79.85623655574446,0.74,16
2024-09-21 21:48:05.872,39.1820352,-76.4870634,0.76,8
2024-10-23 12:05:38.823,32.79334564696326,-79.87618932507921,0.84,17
2024-10-23 12:16:10.622,32.79018052922772,-79.88485197497666,1.03,17
2024-10-23 12:58:23.398,32.82419201430798,-79.88969175143652,1.31,17
2024-10-23 13:06:24.613,32.85530601631184,-79.90155405372371,0.95,17
2024-10-23 13:24:45.484,32.855363550810466,-79.90153953725626,1.56,17
2024-10-23 13:43:06.028,32.77113707343362,-79.92510165656603,1.88,16
2024-10-23 13:53:13.160,32.77642407509453,-79.9538030149072,1.53,16
2024-10-23 14:04:25.252,32.788299073784806,-79.96349779296357,0.81,17
2024-10-23 14:28:47.360,32.750948452032745,-79.95009229881362,0.91,17
2024-10-23 14:40:30.672,32.75494733429227,-79.9160722339157,1.41,15
2024-10-23 14:56:52.998,32.7628635959076,-79.8558640167857,1.53,16
2024-11-05 21:23:38.346,34.72194372852741,-76.75817000606614,1.18,8
2024-11-05 21:30:21.030,34.72184544233036,-76.75819766987031,1.27,8
2024-11-07 17:11:43.262,34.72181377935663,-76.75837280235882,1.55,13
2024-11-09 07:56:43.874,37.4219983,-122.084,0.01,9
2024-11-09 08:25:28.504,37.4219983,-122.084,0.01,18
2024-11-14 15:58:52.062,34.67954740397136,-77.06218477345729,1.31,17
2024-11-16 21:20:04.120,39.1506824,-76.505727,1.53,16
2024-11-19 15:44:16.850,34.429793888735055,-77.54920461222301,1.33,18
2024-11-20 19:54:40.099,34.42979363727806,-77.54914208322535,1.07,16
2024-12-08 17:23:08.409,32.86586125815068,-79.8254967342609,0.65,8
2024-12-13 16:00:38.279,34.72195488175682,-76.75825322234711,0.84,11
2024-12-21 21:48:01.842,39.1509457,-76.5053504,1.46,12
2024-12-28 12:35:02.786,27.072706649490012,-82.45212733842887,0.44,8
2024-12-30 13:01:19.234,27.07265820546568,-82.45228167031323,0.5,8
